id,brand,model,type,resolution_label,megapixels,sensor,field_of_view_deg,night_vision_type,ip_rating,ik_rating,two_way_audio,release_year,community_notes_count
hiseeu-tz-hbf03,Hiseeu,TZ-HBF03,box,3MP,3,,75-80 horizontal,ir,IP66,,true,,0
hiseeu-tz-hby08,Hiseeu,TZ-HBY08,bullet,4K UHD,8,,,color,IP66,,true,,0
hiseeu-whc905,Hiseeu,WHC905,ptz,5MP,5,,,color,IP66,,true,,0
hiseeu-whd205,Hiseeu,WHD205,ptz,5MP,5,,,color,IP66,,true,,0
hiseeu-whd303,Hiseeu,WHD303,ptz,3MP,3,,,hybrid,IP66,,true,,0
hiseeu-whd305,Hiseeu,WHD305,ptz,5MP,5,,,hybrid,IP66,,true,,0
hiseeu-whd308b,Hiseeu,WHD308B,ptz,4K UHD,8,,,hybrid,IP66,,true,,0
hiseeu-whd315,Hiseeu,WHD315,ptz,5MP,5,,,color,IP66,,true,,0
hiseeu-whd405,Hiseeu,WHD405,ptz,5MP,5,,,hybrid,IP66,,true,,0
hiseeu-whd405b,Hiseeu,WHD405B,ptz,5MP,5,,,hybrid,IP66,,true,,0
hiseeu-wp04,Hiseeu,WP04,dual-lens,4MP dual-lens,4,,180 (dual-lens ultra-wide),hybrid,IP65,,true,,0
hiseeu-ws03,Hiseeu,WS03,dual-lens,4MP dual-lens,4,,,hybrid,IP65,,true,,0
hiseeu-wtd403,Hiseeu,WTD403,ptz,4MP,4,,,ir,IP66,,true,,0
hiseeu-wtd504,Hiseeu,WTD504,ptz,4MP,4,,105 horizontal,hybrid,IP66,,true,,0
hiseeu-wtd904,Hiseeu,WTD904,ptz,4MP,4,,,hybrid,IP66,,true,,0
hiseeu-wtdk05,Hiseeu,WTDK05,ptz,4MP,4,,110 horizontal,hybrid,IP66,,true,,0
hiseeu-wtds803,Hiseeu,WTDS803,dual-lens,6MP,6,,,color,IP65,,true,,0
hiseeu-wts804,Hiseeu,WTS804,dual-lens,4MP dual-lens,4,,,hybrid,IP66,,true,,0
hive-view-indoor,Hive,View Indoor,dome,1080p HD,2,,130 diagonal,ir,IP20,,true,2018,0
hive-view-outdoor,Hive,View Outdoor,bullet,1080p HD,2,,130 diagonal,ir,IP65,,false,2019,0
holowits-hwt-m2141-10-eli-s,HOLOWITS,HWT-M2141-10-ELI-S,bullet,4MP,4,"1/1.8"" CMOS",W: 102 horizontal x 52.0 vertical; T: 39 horizontal x 22 vertical,ir,IP67,,,,0
honeywell-hc35cb5r3,Honeywell,HC35CB5R3,bullet,5MP,5,"1/2.8"" CMOS",93.1,hybrid,IP67,IK10,true,,0
honeywell-hc35ce5r3,Honeywell,HC35CE5R3,turret,5MP,5,"1/2.8"" CMOS",93.1,hybrid,IP67,IK10,,,0
honeywell-hc35w25r3,Honeywell,HC35W25R3,dome,5MP,5,"1/2.8"" CMOS",88,ir,IP67,IK10,true,,0
honeywell-hc35w25r3-h,Honeywell,HC35W25R3-H,dome,5MP,5,"1/2.8"" CMOS",91,ir,IP67,IK10,,,0
honeywell-hc35w25r3-m,Honeywell,HC35W25R3-M,dome,5MP,5,"1/2.8"" CMOS",88,ir,IP67,IK10,true,,0
honeywell-hc35w42r2,Honeywell,HC35W42R2,dome,2MP,2,"1/2.8"" CMOS",,ir,IP67,IK10,true,,0
honeywell-hc35w43r2,Honeywell,HC35W43R2,dome,3MP,3,"1/2.7"" CMOS",88-24,ir,IP67,IK10,,,0
honeywell-hc35w43r3,Honeywell,HC35W43R3,dome,3MP,3,"1/2.7"" CMOS",88,ir,IP67,IK10,false,,0
honeywell-hc35w45r2,Honeywell,HC35W45R2,dome,5MP,5,"1/2.8"" CMOS",96-26,ir,IP67,IK10,true,,0
honeywell-hc35w45r2m,Honeywell,HC35W45R2M,dome,5MP,5,"1/2.8"" CMOS",96-26,ir,IP67,IK10,true,,0
honeywell-hc35w45r3,Honeywell,HC35W45R3,dome,5MP,5,"1/2.8"" CMOS",93,ir,IP67,IK10,true,,0
honeywell-hc35w48r2,Honeywell,HC35W48R2,dome,8MP,8,"1/2.8"" CMOS",105-32,ir,IP67,IK10,true,,0
honeywell-hc35w48r3,Honeywell,HC35W48R3,dome,8MP,8,"1/2.8"" CMOS",100,ir,IP67,IK10,true,,0
honeywell-hc35wb3r2,Honeywell,HC35WB3R2,bullet,3MP,3,"1/2.7"" CMOS",81-24,ir,IP67,IK10,,,0
honeywell-hc35wb3r3,Honeywell,HC35WB3R3,bullet,3MP,3,"1/2.7"" CMOS",88,ir,IP67,IK10,,,0
honeywell-hc35wb5r2,Honeywell,HC35WB5R2,bullet,5MP,5,"1/2.8"" CMOS",88-26,ir,IP67,IK10,true,,0
honeywell-hc35wb5r3,Honeywell,HC35WB5R3,bullet,5MP,5,"1/2.8"" CMOS",88,ir,IP67,IK10,true,,0
honeywell-hc35wb8r2,Honeywell,HC35WB8R2,bullet,8MP,8,"1/2.8"" CMOS",98-31,ir,IP67,IK10,true,,0
honeywell-hc35wb8r3,Honeywell,HC35WB8R3,bullet,8MP,8,"1/2.8"" CMOS",97,ir,IP67,IK10,true,,0
honeywell-hc35we3r2,Honeywell,HC35WE3R2,turret,3MP,3,"1/2.7"" CMOS",81-24,ir,IP67,IK10,,,0
honeywell-hc35we3r3,Honeywell,HC35WE3R3,turret,3MP,3,"1/2.7"" CMOS",88,ir,IP67,IK10,,,0
honeywell-hc35we5r2,Honeywell,HC35WE5R2,turret,5MP,5,"1/2.8"" CMOS",87-25,ir,IP67,IK10,true,,0
honeywell-hc35we5r2g,Honeywell,HC35WE5R2G,turret,5MP,5,"1/2.8"" CMOS",87-25,ir,IP67,IK10,true,,0
honeywell-hc35we5r3,Honeywell,HC35WE5R3,turret,5MP,5,"1/2.8"" CMOS",88,ir,IP67,IK10,true,,0
honeywell-hc35we8r2,Honeywell,HC35WE8R2,turret,8MP,8,"1/2.8"" CMOS",98-31,ir,IP67,IK10,true,,0
honeywell-hc35we8r3,Honeywell,HC35WE8R3,turret,8MP,8,"1/2.8"" CMOS",97,ir,IP67,IK10,true,,0
honeywell-hc35wf6r1,Honeywell,HC35WF6R1,fisheye,6MP,6,"1/2.8"" CMOS",,ir,IP67,IK10,true,,0
honeywell-hc35wfcr1,Honeywell,HC35WFCR1,fisheye,12MP,12,"1/1.7"" STARVIS CMOS",,ir,IP67,IK10,true,,0
honeywell-hc35wmbar1,Honeywell,HC35WMBAR1,panoramic,180° 2x5MP,10,"2 x 1/2.8"" CMOS",180,color,IP67,IK10,true,,0
honeywell-hc35wp5b,Honeywell,HC35WP5B,box,5MP,5,"1/2.8"" CMOS",75.3,,,,true,,0
honeywell-hc35wz2r25,Honeywell,HC35WZ2R25,ptz,2MP,2,"1/2.8"" CMOS",57.02-3.36,ir,IP67,IK10,true,,0
honeywell-hc35wz5r30,Honeywell,HC35WZ5R30,ptz,5MP,5,"1/2.8"" CMOS",56.62-2.48,ir,IP67,IK10,true,,0
honeywell-hc60w32r2i,Honeywell,HC60W32R2I,dome,1080p,2,"1/2.8"" CMOS",94-30,ir,,IK10,,,0
honeywell-hc60w34r2,Honeywell,HC60W34R2,dome,4MP,4,"1/2.8"" CMOS",100-30,ir,IP52,IK10,,,0
honeywell-hc60w34r2i,Honeywell,HC60W34R2I,dome,4MP,4,"1/2.8"" CMOS",94-30,ir,,IK10,,,0
honeywell-hc60w34r2l,Honeywell,HC60W34R2L,dome,4MP,4,"1/2.8"" CMOS",100-30,ir,IP52,IK10,,,0
honeywell-hc60w35r2,Honeywell,HC60W35R2,dome,5MP,5,"1/2.8"" CMOS",100-30,ir,IP52,IK10,,,0
honeywell-hc60w35r4,Honeywell,HC60W35R4,dome,5MP,5,"1/2.8"" CMOS",39-16,ir,IP52,IK10,,,0
honeywell-hc60w42r2i,Honeywell,HC60W42R2I,dome,1080p,2,"1/2.8"" CMOS",94-30,ir,IP67,IK10,,,0
honeywell-hc60w44r2i,Honeywell,HC60W44R2I,dome,4MP,4,"1/2.8"" CMOS",94-30,ir,IP67,IK10,,,0
honeywell-hc60w44r2l,Honeywell,HC60W44R2L,dome,4MP,4,"1/2.8"" CMOS",100-30,ir,IP67,IK10,,,0
honeywell-hc60w45r2,Honeywell,HC60W45R2,dome,5MP,5,"1/2.8"" CMOS",100-30,ir,IP67,IK10,,,0
honeywell-hc60w45r4,Honeywell,HC60W45R4,dome,5MP,5,"1/2.8"" CMOS",39-16,ir,IP67,IK10,,,0
honeywell-hc60wb2r2i,Honeywell,HC60WB2R2I,bullet,1080p,2,"1/2.8"" CMOS",94-30,ir,IP67,IK10,,,0
honeywell-hc60wb4r2i,Honeywell,HC60WB4R2I,bullet,4MP,4,"1/2.8"" CMOS",94-30,ir,IP67,IK10,,,0
honeywell-hc60wb4r2l,Honeywell,HC60WB4R2L,bullet,4MP,4,"1/2.8"" CMOS",100-30,ir,IP67,IK10,,,0
honeywell-hc60wb4r5i,Honeywell,HC60WB4R5I,bullet,4MP,4,"1/2.8"" CMOS",45-7,ir,IP67,IK10,,,0
honeywell-hc60wb5r2,Honeywell,HC60WB5R2,bullet,5MP,5,"1/2.8"" CMOS",100-30,ir,IP67,IK10,,,0
honeywell-hc60wb5r2i,Honeywell,HC60WB5R2I,bullet,5MP,5,"1/2.8"" CMOS",94-31,ir,IP67,IK10,,,0
honeywell-hc60wb5r5,Honeywell,HC60WB5R5,bullet,5MP,5,"1/2.8"" CMOS",45-7,ir,IP67,IK10,,,0
honeywell-hc60wb5r5i,Honeywell,HC60WB5R5I,bullet,5MP,5,"1/2.8"" CMOS",45.3-7,ir,IP67,IK10,,,0
honeywell-hc60wc5i,Honeywell,HC60WC5I,box,5MP,5,"1/2.8"" CMOS",,,,,,,0
honeywell-hc60wfcr1-v,Honeywell,HC60WFCR1-V,fisheye,12MP,12,"Sony STARVIS 2 IMX676, 1/1.6"" CMOS",,ir,IP67,IK10,,,0
honeywell-hc60wz2e30,Honeywell,HC60WZ2E30,ptz,1080p,2,"1/2.8"" CMOS",64-2,ir,IP68,IK10,,,0
honeywell-hc60wz2r40,Honeywell,HC60WZ2R40,ptz,1080p,2,"1/2.8"" CMOS",65.66-1.88,ir,IP66,IK10,,,0
honeywell-hc60wz4r40ki,Honeywell,HC60WZ4R40KI,ptz,4MP,4,"1/1.8"" CMOS",60.7-2.33,ir,IP67,IK10,,,0
honeywell-hc60wz4r40wi,Honeywell,HC60WZ4R40WI,ptz,4MP,4,"1/1.8"" CMOS",60.7-2.33,ir,IP67,IK10,,,0
honeywell-hc60wz5r30,Honeywell,HC60WZ5R30,ptz,5MP,5,"1/2.8"" CMOS",54-2,ir,IP66,IK10,,,0
honeywell-hc60wz8r40ki,Honeywell,HC60WZ8R40KI,ptz,4K,8,"1/1.8"" CMOS",35.9-1.28,ir,IP67,IK10,,,0
honeywell-hc60wz8r40wi,Honeywell,HC60WZ8R40WI,ptz,4K,8,"1/1.8"" CMOS",35.9-1.28,ir,IP67,IK10,,,0
honeywell-hcc-ip-3mp-dome,Honeywell,CALIPD-1AI 3MP IP Dome,dome,1.3MP,1.3,"1/2.7"" CMOS",100 horizontal,ir,IP66,,,2025,0
honeywell-hcc-ip-4mp-bullet,Honeywell,CALIPB-1AI 4MP IP Bullet,bullet,1.3MP,1.3,"1/2.7"" CMOS",100 horizontal,ir,IP67,,,2025,0
i-pro-wv-s1136a,i-PRO,WV-S1136A,box,1080p,2.1,"1/2.8"" CMOS",,none,,,true,,0
i-pro-wv-s15301-z1l,i-PRO,WV-S15301-Z1L,bullet,1080p,2.1,"1/2.8"" CMOS",6.6-62,ir,IP66/IP67,IK10,true,,0
i-pro-wv-s15301-z1ln,i-PRO,WV-S15301-Z1LN,bullet,1080p,2,"1/2.8"" CMOS",6.6-62,ir,IP66/IP67,IK10,true,,0
i-pro-wv-s1536la,i-PRO,WV-S1536LA,bullet,1080p,2,"1/2.8"" CMOS",37-117,ir,IP66,IK10,true,,0
i-pro-wv-s1536la-b,i-PRO,WV-S1536LA-B,bullet,1080p,2.1,"1/2.8"" CMOS",37-117,ir,IP66,IK10,false,,0
i-pro-wv-s1536ln,i-PRO,WV-S1536LN,bullet,1080p,2,"1/2.8"" CMOS","37-117 horizontal, 21-62 vertical",hybrid,IP66,IK10,false,,0
i-pro-wv-s1536lna,i-PRO,WV-S1536LNA,bullet,1080p,2,"1/2.8"" CMOS",37-117,ir,IP66,IK10,true,,0
i-pro-wv-s1536lna-b,i-PRO,WV-S1536LNA-B,bullet,3MP,3.1,"1/2.8"" CMOS",37-117,ir,IP66,IK10,true,,0
i-pro-wv-s1536lnsa,i-PRO,WV-S1536LNSA,bullet,1080p,2,"1/2.8"" CMOS",37-117,ir,IP66,IK10,true,,0
i-pro-wv-s1536lta,i-PRO,WV-S1536LTA,bullet,1080p,2,"1/2.8"" CMOS",15-36,ir,IP66,IK10,true,,0
i-pro-wv-s1536ltna,i-PRO,WV-S1536LTNA,bullet,1080p,2,"1/2.8"" CMOS",15-36,ir,IP66,IK10,true,,0
i-pro-wv-s15500-f3l,i-PRO,WV-S15500-F3L,bullet,5MP,5.3,"1/2.8"" CMOS",98,ir,IP66,IK10,true,,0
i-pro-wv-s15500-f6l,i-PRO,WV-S15500-F6L,bullet,5MP,5,"1/2.8"" CMOS",49,ir,IP66,IK10,true,,0
i-pro-wv-s15500-v3l,i-PRO,WV-S15500-V3L,bullet,5MP,5,"1/2.8"" CMOS",34-106,ir,IP66,IK10,true,,0
i-pro-wv-s15500-v3lk,i-PRO,WV-S15500-V3LK,bullet,5MP,5.3,"1/2.8"" CMOS",34-106,ir,IP66,IK10,true,,0
i-pro-wv-s15500-v3ln,i-PRO,WV-S15500-V3LN,dome,5MP,5.3,"1/2.8"" CMOS",34-106,ir,IP66,IK10,false,,0
i-pro-wv-s15500-v3ln1,i-PRO,WV-S15500-V3LN1,bullet,5MP,5,"1/2.8"" CMOS",34-106,ir,IP66,IK10,true,,0
i-pro-wv-s15501-z1l,i-PRO,WV-S15501-Z1L,bullet,5MP,5.3,"1/2.8"" CMOS",6.1-58,ir,IP66/IP67,IK10,false,,0
i-pro-wv-s15501-z1ln,i-PRO,WV-S15501-Z1LN,bullet,5MP,5.3,"1/2.8"" CMOS",6.1-58,ir,IP66/IP67,IK10,true,,0
i-pro-wv-s15501-z3l,i-PRO,WV-S15501-Z3L,bullet,5MP,5,"1/2.8"" CMOS",2.3-58,ir,IP66/IP67,IK10,true,2024,0
i-pro-wv-s15501-z3ln,i-PRO,WV-S15501-Z3LN,bullet,5MP,5.3,"1/2.8"" CMOS",2.3-58,ir,IP66/IP67,IK10,true,,0
i-pro-wv-s15600-v2l,i-PRO,WV-S15600-V2L,bullet,6MP,6,"1/1.8"" CMOS",53-104,ir,IP66,IK10,true,,0
i-pro-wv-s15600-v2ln,i-PRO,WV-S15600-V2LN,bullet,6MP,6,"1/1.8"" CMOS",53-104,ir,IP66,IK10,false,,0
i-pro-wv-s15700-v2l,i-PRO,WV-S15700-V2L,bullet,4K,8.3,"1/1.8"" CMOS",53-104,ir,IP66,IK10,true,,0
i-pro-wv-s15700-v2lk,i-PRO,WV-S15700-V2LK,bullet,4K,8.3,"1/1.8"" CMOS",53-104,ir,IP66,IK10,true,,0
i-pro-wv-s15700-v2ln,i-PRO,WV-S15700-V2LN,bullet,4K,8.3,1/1.8 type CMOS,"104-53 horizontal, 56-30 vertical",hybrid,IP66,IK10,true,2022,0
i-pro-wv-s15701-z3l,i-PRO,WV-S15701-Z3L,bullet,4K,8.3,"1/2.8"" CMOS",2.5-62,ir,IP66/IP67,IK10,false,,0
i-pro-wv-s15701-z3ln,i-PRO,WV-S15701-Z3LN,bullet,4K,8.3,"1/2.8"" CMOS",2.5-62,ir,IP66/IP67,IK10,false,,0
i-pro-wv-s2136,i-PRO,WV-S2136,dome,1080p,2,Approx. 1/2.8 type CMOS,"36 (TELE) to 115 (WIDE) horizontal, 20 (TELE) to 61 (WIDE) vertical",color,,,,,0
i-pro-wv-s2136a,i-PRO,WV-S2136A,dome,3MP,3.1,"1/2.8"" CMOS",36-115 (H),none,,,true,,0
i-pro-wv-s2136a-b,i-PRO,WV-S2136A-B,dome,1080p,2,"1/2.8"" CMOS",36-115,none,,,true,,0
i-pro-wv-s2136g,i-PRO,WV-S2136G,dome,1080p,2,Approx. 1/2.8 type CMOS,36 (TELE) to 115 (WIDE) horizontal,color,,,,,0
i-pro-wv-s2136ga,i-PRO,WV-S2136GA,dome,1080p,2,"1/2.8"" CMOS",36-115,none,,,true,,0
i-pro-wv-s2136ga-b,i-PRO,WV-S2136GA-B,dome,1080p,2,"1/2.8"" CMOS",36-115,none,,,true,,0
i-pro-wv-s2136l,i-PRO,WV-S2136L,dome,1080p,2,Approx. 1/2.8 type CMOS,"36 (TELE) to 115 (WIDE) horizontal, 20 (TELE) to 61 (WIDE) vertical",ir,,,,,0
i-pro-wv-s2136la,i-PRO,WV-S2136LA,dome,2MP,3.1,"1/2.8"" CMOS",36-115 (H),ir,,,true,,0
i-pro-wv-s2136la-b,i-PRO,WV-S2136LA-B,dome,1080p,2,"1/2.8"" CMOS",36-115,ir,,,true,,0
i-pro-wv-s2136lg,i-PRO,WV-S2136LG,dome,1080p,2,Approx. 1/2.8 type CMOS,,ir,,,,,0
i-pro-wv-s2136lga,i-PRO,WV-S2136LGA,dome,1080p,2,"1/2.8"" CMOS",36-115 (H),ir,,,true,,0
i-pro-wv-s2136lga-b,i-PRO,WV-S2136LGA-B,dome,1080p,2,"1/2.8"" CMOS",36-115,ir,,,true,,0
i-pro-wv-s2236l,i-PRO,WV-S2236L,dome,1080p HD,2,"1/3"" CMOS",100-31 horizontal,color,,IK10,false,2021,0
i-pro-wv-s2236la,i-PRO,WV-S2236LA,dome,1080p,2,"1/2.8"" CMOS",36-114,ir,,IK10,true,,0
i-pro-wv-s2236la-b,i-PRO,WV-S2236LA-B,dome,1080p,2,"1/2.8"" CMOS",36-114,ir,,IK10,true,,0
i-pro-wv-s2236lg,i-PRO,WV-S2236LG,dome,1080p,2,Approx. 1/2.8 type CMOS,"36 (TELE) to 114 (WIDE) horizontal, 20 (TELE) to 60 (WIDE) vertical",ir,,IK10,,,0
i-pro-wv-s2236lga,i-PRO,WV-S2236LGA,dome,1080p,2,"1/2.8"" CMOS",36-114,ir,,IK10,true,,0
i-pro-wv-s2236lga-b,i-PRO,WV-S2236LGA-B,dome,1080p,2,"1/2.8"" CMOS",114 (wide) - 36 (tele),ir,,IK10,true,,0
i-pro-wv-s22500-f3l,i-PRO,WV-S22500-F3L,dome,5MP,5.3,"1/2.8"" CMOS",95,ir,,IK10,true,,0
i-pro-wv-s22500-f6l,i-PRO,WV-S22500-F6L,dome,5MP,5,"1/2.8"" CMOS",48,ir,,IK10,true,,0
i-pro-wv-s22500-v3l,i-PRO,WV-S22500-V3L,dome,5MP,5,"1/2.8"" CMOS","105-33 horizontal, 56-19 vertical",hybrid,,IK10,true,2022,0
i-pro-wv-s22500-v3l1,i-PRO,WV-S22500-V3L1,dome,5MP,5,"1/2.8"" CMOS",33-105,ir,,IK10,true,,0
i-pro-wv-s22500-v3lg,i-PRO,WV-S22500-V3LG,dome,5MP,5.3,"1/2.8"" CMOS",33-105,ir,,IK10,true,,0
i-pro-wv-s22600-v2l,i-PRO,WV-S22600-V2L,dome,6MP,6,"1/1.8"" CMOS",52-101 (H),ir,,IK10,true,,0
i-pro-wv-s22600-v2lg,i-PRO,WV-S22600-V2LG,dome,6MP,6,"1/1.8"" CMOS","101 (H, Wide) - 52 (H, Tele)",ir,,IK10,true,,0
i-pro-wv-s22700-v2l,i-PRO,WV-S22700-V2L,dome,4K,8.3,"1/1.8"" CMOS",52-101 (H),ir,,IK10,true,2022,0
i-pro-wv-s22700-v2l1,i-PRO,WV-S22700-V2L1,dome,4K,8.29,"1/1.8"" CMOS",52-101 (H),ir,,IK10,true,,0
i-pro-wv-s22700-v2lg,i-PRO,WV-S22700-V2LG,dome,4K,8.3,"1/1.8"" CMOS",52-101,ir,,IK10,true,,0
i-pro-wv-s2536l,i-PRO,WV-S2536L,dome,1080p,2,Approx. 1/2.8 type CMOS,"36 (TELE) to 113 (WIDE) horizontal, 20 (TELE) to 60 (WIDE) vertical",ir,IP66,IK10,,,0
i-pro-wv-s2536la,i-PRO,WV-S2536LA,dome,1080p,2,"1/2.8"" CMOS",36-113,ir,IP66,IK10,true,,0
i-pro-wv-s2536lg,i-PRO,WV-S2536LG,dome,1080p,2,Approx. 1/2.8 type CMOS,,ir,IP66,IK10,,,0
i-pro-wv-s2536lga,i-PRO,WV-S2536LGA,dome,1080p,2,"1/2.8"" CMOS",36-113,ir,IP66,IK10,true,,0
i-pro-wv-s2536lgn,i-PRO,WV-S2536LGN,dome,1080p,2,Approx. 1/2.8 type CMOS,"36 (TELE) to 113 (WIDE) horizontal, 20 (TELE) to 60 (WIDE) vertical",ir,IP66,IK10,,,0
i-pro-wv-s2536lgna,i-PRO,WV-S2536LGNA,dome,1080p,2,"1/2.8"" CMOS",36-113 (H),ir,IP66,IK10,true,,0
i-pro-wv-s2536ln,i-PRO,WV-S2536LN,dome,1080p,2,Approx. 1/2.8 type CMOS,"36 (TELE) to 113 (WIDE) horizontal, 20 (TELE) to 60 (WIDE) vertical",ir,IP66,IK10,,,0
i-pro-wv-s2536lna,i-PRO,WV-S2536LNA,dome,1080p,2,"1/2.8"" CMOS",36-113,ir,IP66,IK10,false,,0
i-pro-wv-s2536lta,i-PRO,WV-S2536LTA,dome,1080p,2,"1/2.8"" CMOS",15-36,ir,IP66,IK10,true,,0
i-pro-wv-s2536ltn,i-PRO,WV-S2536LTN,dome,1080p,2,Approx. 1/2.8 type CMOS,"15 (TELE) to 36 (WIDE) horizontal, 9 (TELE) to 20 (WIDE) vertical",ir,IP66,IK10,,,0
i-pro-wv-s2536ltna,i-PRO,WV-S2536LTNA,dome,1080p,2,"1/2.8"" CMOS",15-36 (H),ir,IP66,IK10,true,,0
i-pro-wv-s25500-f3l,i-PRO,WV-S25500-F3L,dome,5MP,5,"1/2.8"" CMOS",95,ir,IP66,IK10,true,,0
i-pro-wv-s25500-f6l,i-PRO,WV-S25500-F6L,dome,5MP,5,"1/2.8"" CMOS",48,ir,IP66,IK10,true,,0
i-pro-wv-s25500-v3l,i-PRO,WV-S25500-V3L,dome,5MP,5,"1/2.8"" CMOS","103-33 horizontal, 55-19 vertical",hybrid,IP66,IK10,true,2022,0
i-pro-wv-s25500-v3lg,i-PRO,WV-S25500-V3LG,dome,5MP,5,"1/2.8"" CMOS",33-103,ir,IP66,IK10,true,,0
i-pro-wv-s25500-v3ln,i-PRO,WV-S25500-V3LN,dome,5MP,5.3,"1/2.8"" CMOS",33-103 (H),ir,IP66,IK10,true,,0
i-pro-wv-s25500-v3ln1,i-PRO,WV-S25500-V3LN1,dome,5MP,5.3,"1/2.8"" CMOS",33-103,ir,IP66,IK10,true,,0
i-pro-wv-s25600-v2l,i-PRO,WV-S25600-V2L,dome,6MP,6.2,"1/1.8"" CMOS",52-101,ir,IP66,IK10,true,,0
i-pro-wv-s25600-v2lg,i-PRO,WV-S25600-V2LG,dome,6MP,6,"1/1.8"" CMOS",52-101,ir,IP66,IK10,true,,0
i-pro-wv-s25600-v2ln,i-PRO,WV-S25600-V2LN,dome,6MP,6,"1/1.8"" CMOS",52-101,ir,IP66,IK10,true,,0
i-pro-wv-s25700-v2l,i-PRO,WV-S25700-V2L,dome,4K,8.3,"1/1.8"" CMOS","101-52 horizontal, 55-29 vertical",hybrid,IP66,IK10,true,2022,0
i-pro-wv-s25700-v2lg,i-PRO,WV-S25700-V2LG,dome,4K,8.3,"1/1.8"" CMOS",52-101,ir,IP66,IK10,true,,0
i-pro-wv-s25700-v2ln,i-PRO,WV-S25700-V2LN,dome,4K,8.3,"1/1.8"" CMOS",52-101,ir,IP66,IK10,true,,0
i-pro-wv-s25700-v2ln1,i-PRO,WV-S25700-V2LN1,dome,4K,8.29,"1/1.8"" CMOS",52-101,ir,IP66,IK10,true,,0
i-pro-wv-s32302-f2l,i-PRO,WV-S32302-F2L,dome,1080p,2.1,"1/2.8"" CMOS",132,ir,IP40,IK07,false,,0
i-pro-wv-s32302-f2l1,i-PRO,WV-S32302-F2L1,dome,1080p,2.1,"1/2.8"" CMOS",132,ir,IP40,IK07,false,,0
i-pro-wv-s32302-f2lg,i-PRO,WV-S32302-F2LG,dome,1080p,2.1,"1/2.8"" CMOS",132,ir,IP40,IK07,false,,0
i-pro-wv-s32402-f2l,i-PRO,WV-S32402-F2L,dome,4MP,4,"1/2.8"" CMOS",121,ir,IP66,IK10,false,,0
i-pro-wv-s32402-f2l1,i-PRO,WV-S32402-F2L1,dome,4MP,4,"1/2.8"" CMOS",121,ir,IP66,IK10,false,,0
i-pro-wv-s32402-f2lg,i-PRO,WV-S32402-F2LG,dome,4MP,4,"1/2.8"" CMOS",121,ir,IP66,IK10,false,,0
i-pro-wv-s35302-f2l,i-PRO,WV-S35302-F2L,dome,1080p,2.1,"1/2.8"" CMOS",132,ir,IP66,IK10,false,,0
i-pro-wv-s35302-f2l1,i-PRO,WV-S35302-F2L1,dome,1080p,2.1,"1/2.8"" CMOS",132,ir,IP66,IK10,false,,0
i-pro-wv-s35302-f2lg,i-PRO,WV-S35302-F2LG,dome,1080p,2.1,"1/2.8"" CMOS",132,ir,IP66,IK10,false,,0
i-pro-wv-s35402-f2l,i-PRO,WV-S35402-F2L,dome,4MP,4,"1/2.8"" CMOS",121,ir,IP66,IK10,false,,0
i-pro-wv-s35402-f2l1,i-PRO,WV-S35402-F2L1,dome,4MP,4,"1/2.8"" CMOS",121,ir,IP66,IK10,false,,0
i-pro-wv-s35402-f2lg,i-PRO,WV-S35402-F2LG,dome,4MP,4,"1/2.8"" CMOS",121,ir,IP66,IK10,false,,0
i-pro-wv-s4156a,i-PRO,WV-S4156A,fisheye,5MP,5,"1/3"" CMOS",186,none,,,true,,0
i-pro-wv-s4176a,i-PRO,WV-S4176A,fisheye,12MP,12,"1/2"" CMOS",183,none,,,true,,0
i-pro-wv-s4556la,i-PRO,WV-S4556LA,fisheye,5MP,4.8,"1/3"" 5MP CMOS",186,ir,IP66,IK10,true,,0
i-pro-wv-s4556lma,i-PRO,WV-S4556LMA,fisheye,5MP,4.8,"1/3"" CMOS",186,ir,IP66,IK10,true,,0
i-pro-wv-s4576la,i-PRO,WV-S4576LA,fisheye,12MP,12,"1/2"" CMOS",183,ir,IP66,IK10,true,,0
i-pro-wv-s4576lma,i-PRO,WV-S4576LMA,fisheye,12MP,8.95,"1/2"" CMOS",183,ir,IP66,IK10,true,,0
i-pro-wv-s61300-zy,i-PRO,WV-S61300-ZY,ptz,1080p,2,"1/2.8"" CMOS",36-115,color,,,true,,0
i-pro-wv-s61300-zyg,i-PRO,WV-S61300-ZYG,ptz,1080p,2,"1/2.8"" CMOS",115 (Wide) - 36 (Tele) horizontal,color,,,true,,0
i-pro-wv-s61301-z1,i-PRO,WV-S61301-Z1,ptz,1080p,2,"1/2.8"" CMOS",6.7-62,color,,,true,,0
i-pro-wv-s61301-z2,i-PRO,WV-S61301-Z2,ptz,1080p,2.1,"1/2.8"" CMOS",77 (WIDE) - 3.7 (TELE),color,,,true,,0
i-pro-wv-s61301a-z2,i-PRO,WV-S61301A-Z2,ptz,1080p,2,"1/2.8"" CMOS",3.7-77,color,,,true,,0
i-pro-wv-s61301a-z2-1,i-PRO,WV-S61301A-Z2-1,ptz,1080p,2,"1/2.8"" CMOS",77 (Wide) - 3.7 (Tele) horizontal,color,,,true,,0
i-pro-wv-s61302-z4,i-PRO,WV-S61302-Z4,ptz,1080p,2,"1/2.8"" CMOS",1.9-66 (H),color,,,true,,0
